id,split,MSA,EGY,EGY Translation
17899,corpus-6-test-corpus-26-test,أود بعض البيجامات .,عاوز شوية بيجامات.,أود بعض البيجامات.
17919,corpus-6-test-corpus-26-train,حسناً . سأتصل بك عندما يكونوا جاهزين .,تمام. حتصل بيك لما يبقوا جاهزين.,حسناً. سأتصل بك عندما يكونوا جاهزين 
17935,corpus-6-test-corpus-26-train,ماذا عن الغداء ؟,الغدا إيه ظروفه؟,ماذا عن الغداء ؟
17947,corpus-6-test-corpus-26-test,ستقف الليموزين عند البوابة الشمالية أولاً .,العربية الليموزين حتوقف عند البوابة الشمالية الأول.,ستقف الليموزين عند البوابة الشمالية أولاً.
17963,corpus-6-test-corpus-26-train,إلى متي يظل مطعم الفندق متاحا للاستخدام من قبلي ؟,لحد وقت قد إيه ممكن أفضل أستخدم مطعم الفندق؟,إلى متي يظل مطعم الفندق متاحا للاستخدام من قبلي 
17966,corpus-6-test-corpus-26-dev,هل هذا قطار مباشر ؟,هو ده قطر مباشر؟,هل هذا قطار مباشر ؟
17977,corpus-6-test-corpus-26-train,"حسنا , الوقت متأخر إلى حد ما . أعتقد أنني يجب على أن أغادر الآن . شكرا جزيلا لك على الأمسية الرائعة .",تمام، الوقت اتأخر شوية. بيتهيألي لازم أمشي دلوقت. شكرا ليك جدا ع الليلة الرائعة.,"حسنا, الوقت متأخر إلى حد ما. أعتقد أنني"
17986,corpus-6-test-corpus-26-train,هل لي أن أتناول بعض الدواء لآلام في معدتي ؟,ممكن آخد شوية دوا لمعدتي؟,هل لي أن أتناول بعض الدواء لآلام في معدتي ؟
18003,corpus-6-test-corpus-26-train,أود أن أتناول فراخ مشوية .,عايز فراخ مشوية.,أود أن أتناول فراخ مشوية.
18018,corpus-6-test-corpus-26-train,إنه خطئي . ليس خطأك .,غلطتي. مش غلطتك.,إنه خطئي. ليس خطأك.
18036,corpus-6-test-corpus-26-train,"معذرة , متي ينتهي هذا الفيلم ؟",لمؤاخذة، هو الفيلم ده حيخلص إمتى؟,"معذرة, متي ينتهي هذا الفيلم ؟"
18040,corpus-6-test-corpus-26-train,"هذا , من فضلك .",دي، لو سمحت.,"هذا, من فضلك."
18077,corpus-6-test-corpus-26-train,لقد سرقت مجوهراتي . أنني بحاجة لتقديم بلاغ .,مجوهراتي اتسرقت، عايز أعمل بلاغ.,لقد سرقت مجوهراتي. أنني بحاجة لتقديم بلاغ
18103,corpus-6-test-corpus-26-train,"لحظة فقط , من فضلك . سأوصلك بالسيد جونز .",دقيقة لو سمحت. حوصلك بمستر جونز.,"لحظة فقط, من فضلك. سأوصلك بالسيد جونز"
18110,corpus-6-test-corpus-26-train,مرحبا . هذه هي الخطوط الجوية المتحدة .,أهلا، خطوط طيران يونايتد.,مرحبا. هذه هي الخطوط الجوية المتحدة.
18131,corpus-6-test-corpus-26-test,أين تعلم السيد جونز اللغة اليابانية ؟,هو مستر جونس إتعلم ياباني فين؟,أين تعلم السيد جونز اللغة اليابانية ؟
18138,corpus-6-test-corpus-26-train,لدي واحدة صغيرة من نفس التصميم .,عندي واحد صغير من نفس التصميم.,لدي واحدة صغيرة من نفس التصميم.
18155,corpus-6-test-corpus-26-train,هل يمكنك ترتيب هذه البناطيل ؟,ممكن تضيق البنطلون ده؟,هل يمكنك ترتيب هذه البناطيل ؟
18161,corpus-6-test-corpus-26-train,"مساء الجمعة , في التاسعة .",الجمعة بالليل، الساعة تسعة.,"مساء الجمعة, في التاسعة."
18166,corpus-6-test-corpus-26-train,هل هذه هي البوابة إلي لاس فيجاس ؟,هي البوابة دي للاس فيجاس؟,هل هذه هي البوابة إلي لاس فيجاس ؟
18181,corpus-6-test-corpus-26-train,هل لديك أتوبيس من المطار ؟,عندك أتوبيس من المطار؟,هل لديك أتوبيس من المطار ؟
18189,corpus-6-test-corpus-26-train,"ملعقة أخرى , من فضلك .",معلقة تانية، لو سمحت.,"ملعقة أخرى, من فضلك."
18211,corpus-6-test-corpus-26-train,"إنها مالحة قليلا , لكنني أحبها . هل أحضرتها معك طوال الطريق من اليابان ؟",هو مالح سنة، بس حبيته. إنت جبيته معاك طول الطريق من اليابان؟,"إنها مالحة قليلا, لكنني أحبها. هل أحضرتها"
18226,corpus-6-test-corpus-26-train,"قم بدفعها من فضلك , إن كان ذلك ممكنا .",لو سمحت ابعته بسرعة، لو أمكن.,"قم بدفعها من فضلك, إن كان ذلك ممكنا."
18254,corpus-6-test-corpus-26-train,هل من الممكن أن تدفع مبلغ عشرة دولارات للمقدم ؟,ممكن تدفع عشرة دولار تحت الحساب؟,هل من الممكن أن تدفع مبلغ عشرة دولارات للمقدم ؟
18264,corpus-6-test-corpus-26-train,"نعم . أيقظني من النوم بعد ثلاثة ساعات , من فضلك .",كويس. ممكن تصحينى بعد تلت سعات، لو سمحت.,"نعم. أيقظني من النوم بعد ثلاثة ساعات, من"
18273,corpus-6-test-corpus-26-dev,"أود أن أطلب , من فضلك .",لو سمحت، عايز أعمل أوردر.,"أود أن أطلب, من فضلك."
18274,corpus-6-test-corpus-26-test,هل يجب على أن أجيب بـ نعم أو بـ لا ؟,هو أنا المفروض أقول أيوة ولا لأ؟,هل يجب على أن أجيب بـ نعم أو بـ لا ؟
18282,corpus-6-test-corpus-26-train,"ملعقتين , من فضلك .",معلقتين، لو سمحت.,"ملعقتين, من فضلك."
18323,corpus-6-test-corpus-26-train,ما هي المحطة القادمة ؟,هى المحطة اللي جاية إيه؟,ما هي المحطة القادمة ؟
18334,corpus-6-test-corpus-26-dev,السيارة تصدر صاخبا غريبا .,العربية دي عاملة إزعاج غريب.,السيارة تصدر صاخبا غريبا.
18336,corpus-6-test-corpus-26-test,متي يغلق مكتب البريد أبوابه ؟,مكتب البوستة بيقفل إمتى؟,متي يغلق مكتب البريد أبوابه ؟
18338,corpus-6-test-corpus-26-dev,لقد دفعت من قبل خمسون دولارا كعربون حينما قمت بتسجيل إجراءات إقامتي بالفندق .,أنا فعلا دفعت خمسين دولار عربون لما جيت الفندق.,لقد دفعت من قبل خمسون دولارا كعربون حينما قم
18341,corpus-6-test-corpus-26-train,هل تناولت دواء لتقلبات المعدة ؟,خدت دوا للمعدة البايظة؟,هل تناولت دواء لتقلبات المعدة ؟
18342,corpus-6-test-corpus-26-train,هل أحتاج إلى أن أرتدي معطف و رابطة عنق ؟,هو ححتاج ألبس بالطو وكرافتة؟,هل أحتاج إلى أن أرتدي معطف و رابطة عنق ؟
18344,corpus-6-test-corpus-26-train,هل يمكنني أن أحول أموال إلى حساب المدخرات الخاص بي ؟,ممكن أحول فلوس على حساب التوفير بتاعي؟,هل يمكنني أن أحول أموال إلى حساب المدخرات الخاص بي
18355,corpus-6-test-corpus-26-train,لقد نسيت أن آخذ حقيبتي اليدوية .,نسيت شنطة إيدي.,لقد نسيت أن آخذ حقيبتي اليدوية.
18382,corpus-6-test-corpus-26-train,أود إعادة التأكيد على حجز الرحلة .,عاوز أأكد على حجز رحلتي.,أود إعادة التأكيد على حجز الرحلة.
18401,corpus-6-test-corpus-26-train,ساعتي . لقد كانت ساعة رقمية ماركة حديثة سويسرية الصنع .,ساعتي. دي كانت موديل جديد مصنوعة في سويسرا ديجيتال.,ساعتي. لقد كانت ساعة رقمية ماركة حديثة
18409,corpus-6-test-corpus-26-test,لقد اجتزت هذا الاختبار بنجاح كبير .,عديت من الامتحان ده بكل سهولة.,لقد اجتزت هذا الاختبار بنجاح كبير.
18412,corpus-6-test-corpus-26-dev,"أريدك أن تصحبني إلى بعض الأماكن الشيقة . أنني سائح , أنت تعرف .",عاوزك تاخدني لشوية أماكن ممتعة، أنا سايح، إنت عارف.,أريدك أن تصحبني إلى بعض الأماكن الشيقة. أنني
18419,corpus-6-test-corpus-26-train,هل يمكن أن أذهب لمشاهدة المعالم أثناء رسو السفينة في الميناء ؟,هو ينفع أزور معالم المدينة والمركب فى المينا؟,هل يمكن أن أذهب لمشاهدة المعالم أثناء رسو السفينة
18437,corpus-6-test-corpus-26-train,من الأفضل أن تضبط المرآة العاكسة للرؤية الخلفية .,الأحسن إنك تظبط مراية الصالون.,من الأفضل أن تضبط المرآة العاكسة للرؤية الخلفية.
18440,corpus-6-test-corpus-26-dev,ستنتظر حوالي عشرة دقائق أو ما يقارب ذلك .,تقريبا حيكون فى عشر دقايق انتظار أو أكتر.,ستنتظر حوالي عشرة دقائق أو ما يقارب ذلك.
18441,corpus-6-test-corpus-26-train,هل يمكن أن آخذ الأطباق الخاصة بك ؟,هو أنا ممكن آخد الأطباق بتاعتكم تيكاوي؟,هل يمكن أن آخذ الأطباق الخاصة بك ؟
18451,corpus-6-test-corpus-26-train,سأكون سعيدا بذلك . متى ترغب في ذلك ؟,حكون مبسوط. الوقت اللى تحبه إمتى؟,سأكون سعيدا بذلك. متى ترغب في ذلك ؟
18487,corpus-6-test-corpus-26-train,أعتقد أنني تركت كاميرتي وغادرت عندما كنت أتناول العشاء هنا الليلة الماضية .,أنا فاكر إني سبت الكاميرا بتاعتي ورايا وأنا بتعشى إمبارح.,أعتقد أنني تركت كاميرتي وغادرت عندما كنت أتناول الع
18492,corpus-6-test-corpus-26-train,اجمعهم عند البوابة .,جمعهم عند البوابة.,اجمعهم عند البوابة.
18502,corpus-6-test-corpus-26-train,أوه ، لا . لن يكون هذا ضرورياً . أستطيع أن اعتني به . لقد قمت بالفعل بما هو اكثر من كاف .,أوه، لأ. ده مش حيكون ضروري. أنا ممكن آخد بالي منه. إنت عملت أكتر من اللازم قبل كدة.,أوه ، لا. لن يكون هذا ضرورياً. أ
18519,corpus-6-test-corpus-26-train,إما أن تصلحها أو تستبدلها ، من فضلك .,يا تصلحها يا تغيرها، لو سمحت.,إما أن تصلحها أو تستبدلها ، من فضلك.
18521,corpus-6-test-corpus-26-train,يمكنني القيام بها في وقتا ما الشهر القادم .,أنا ممكن أعمله في يوم الشهر الجاي.,يمكنني القيام بها في وقتا ما الشهر القادم.
18527,corpus-6-test-corpus-26-train,من فضلك تروى .,من فضلك خد وقتك.,من فضلك تروى.
18531,corpus-6-test-corpus-26-train,كيف يتم مقارنة هذا المنتج الجديد مع المنتجات الموجودة ؟,المنتج الجديد ده أخباره إيه مقارنة بالمنتجات الموجودة؟,كيف يتم مقارنة هذا المنتج الجديد مع المنتجات الموجودة ؟
18540,corpus-6-test-corpus-26-train,موظفو المبيعات في هذا المتجر لطفاء جداً .,موظفين المبيعات في المحل ده طيبين قوي.,موظفو المبيعات في هذا المتجر لطفاء جداً.
18552,corpus-6-test-corpus-26-train,هلا احتفظت بهذا لي ؟,ممكن تخليلي دي؟,هلا احتفظت بهذا لي ؟
18562,corpus-6-test-corpus-26-train,دقيقة فقط ، من فضلك .,دقيقة بالظبط، لو سمحت.,دقيقة فقط ، من فضلك.
18569,corpus-6-test-corpus-26-train,هل لديك بطاقات ادعائك ؟,معاك ورق استلام الشنط بتاعك؟,هل لديك بطاقات ادعائك ؟
18572,corpus-6-test-corpus-26-train,أرغب في تأجير سيارة لمدة أسبوع .,عاوز أأجر عربية لمدة أسبوع.,أرغب في تأجير سيارة لمدة أسبوع.
18580,corpus-6-test-corpus-26-train,"نعم , في بادئ الأمر ، اغسليها على منفصلة .",أيوة، في الأول، اغسله لوحده.,"نعم, في بادئ الأمر ، اغسليها على منفصلة."
18585,corpus-6-test-corpus-26-train,من فضلك أرني بعض الساعات الرجالي .,لو سمحت وريني شوية ساعات رجالي.,من فضلك أرني بعض الساعات الرجالي.
18595,corpus-6-test-corpus-26-train,إنها أربعة عشرة .,هي أربعة عشر.,إنها أربعة عشرة.
18612,corpus-6-test-corpus-26-dev,كم تتكلف الليموزين للذهاب إلى وسط المدينة ؟,والليموزين تتكلف قد إيه عشان تروح وسط المدينة؟,كم تتكلف الليموزين للذهاب إلى وسط المدينة ؟
18614,corpus-6-test-corpus-26-train,منذ هذا الصباح .,من الصبح.,منذ هذا الصباح.
18617,corpus-6-test-corpus-26-train,من الأفضل أن نسرع . انهم يركبون بالفعل .,كنا أحسن سرعنا. هما خلاص طلعوا.,من الأفضل أن نسرع. انهم يركبون بالفعل.
18632,corpus-6-test-corpus-26-test,أنها مناسبة تماما .,ده مناسب بالظبط.,أنها مناسبة تماما.
18639,corpus-6-test-corpus-26-train,طلبت دجاجا .,أنا طلبت فراخ.,طلبت دجاجا.
18640,corpus-6-test-corpus-26-train,لمدة عشرة أيام .,لمدة عشرة أيام.,لمدة عشرة أيام.
18642,corpus-6-test-corpus-26-train,كم عمر هذا الصبي ؟,سن الولد ده كام؟,كم عمر هذا الصبي ؟
18643,corpus-6-test-corpus-26-train,كم التكلفة كلها ؟,كلهم على بعض بكام؟,كم التكلفة كلها ؟
18646,corpus-6-test-corpus-26-train,أريد نفس الشيء ، من فضلك .,عاوز واحد نفس ده ده، لو سمحت.,أريد نفس الشيء ، من فضلك.
18685,corpus-6-test-corpus-26-train,لقد فقدت شيكاتي السياحية .,أنا ضيعت الشيكات السياحية بتاعتي.,لقد فقدت شيكاتي السياحية.
18687,corpus-6-test-corpus-26-train,من فضلك أعطني دواء للبرد .,لو سمحت اديني شوية دوا برد.,من فضلك أعطني دواء للبرد.
18690,corpus-6-test-corpus-26-train,من فضلك ضعها في قمع .,لو سمحت حطه في قرطاس.,من فضلك ضعها في قمع.
18725,corpus-6-test-corpus-26-train,أراه دائما كل صباح في القطار .,أنا دايما بشوفه الصبح في قطر.,أراه دائما كل صباح في القطار.
18727,corpus-6-test-corpus-26-train,هل تستطيع أن تتناول العشاء معنا هذا المساء ؟,ممكن تتعشى معانا الليلة دي؟,هل تستطيع أن تتناول العشاء معنا هذا المساء ؟
18747,corpus-6-test-corpus-26-train,سأقيم في فندق بي حتى غداً . أكون مسروراً إذا أخبرته أنني هنا .,حستني في فندق بي لحد بكرة. حكون سعيد لو بلغته إني هنا.,سأقيم في فندق بي حتى غداً. أكون مسروراً
18770,corpus-6-test-corpus-26-train,تأجلت الرحلة الجوية لمدة خمسة وأربعين دقيقة .,الرحلة اتأجلت لمدة خمسة وأربعين دقيقة.,تأجلت الرحلة الجوية لمدة خمسة وأربعين دقيقة.
18771,corpus-6-test-corpus-26-train,اسمى شينو يامادا .,اسمي شينو يامادا.,اسمى شينو يامادا.
18784,corpus-6-test-corpus-26-train,ما هو تخصص هذا المطعم ؟,إيه التخصص في المطعم ده؟,ما هو تخصص هذا المطعم ؟
18798,corpus-6-test-corpus-26-test,لدينا نبيذ أبيض ممتاز .,عندنا خمرة بيضا ممتازة.,لدينا نبيذ أبيض ممتاز.
18830,corpus-6-test-corpus-26-train,فقط دواء للبرد .,شوية دوا برد بس.,فقط دواء للبرد.
18834,corpus-6-test-corpus-26-dev,هل تستطيع إنزال أمتعي إلى الردهة غداً صباحاً ؟,ممكن تنزلي الشنط بتعتي في المدخل بكرة الصبح؟,هل تستطيع إنزال أمتعي إلى الردهة غداً صباح
18836,corpus-6-test-corpus-26-train,أوه ، يبدو أنني افقد شيء ما كل وقت أسافر فيه .,أوه، اظاهر إني لازم أضيع حاجة في كل مرة وأنا مسافر.,أوه ، يبدو أنني افقد شيء ما كل وقت أسافر
18845,corpus-6-test-corpus-26-train,فقدت استخدام الذراع الأيمن .,أنا فقدت القدرة على استخدام دراعي اليمين.,فقدت استخدام الذراع الأيمن.
18847,corpus-6-test-corpus-26-train,هالو ، هل هذه تعود إلى روي ؟,أهلا، هو ده روي؟,هالو ، هل هذه تعود إلى روي ؟
18848,corpus-6-test-corpus-26-test,عندئذ ، ستأتي إلى شارع تسوق . إذا سلكت الشارع ستصل إلى المحطة .,بعدين، حتيجي عند شارع التسوق. لو مشيت في الشارع حتوصل للمحطة.,عندئذ ، ستأتي إلى شارع تسوق. إذا سل
18872,corpus-6-test-corpus-26-train,لا ، ليس هنا . هناك حجرة تدخين قرب مؤخرة هذه الحافلة .,لأ، مش هنا. فيه غرفة تدخين في نهاية العربية دي.,لا ، ليس هنا. هناك حجرة تدخين قرب
18877,corpus-6-test-corpus-26-train,هل لي بدليل سياحي ؟,ممكن آخد نشرة؟,هل لي بدليل سياحي ؟
18879,corpus-6-test-corpus-26-train,كن هناك بحلول التاسعة ، من فضلك .,يوصل هناك تسعة، لو سمحت.,كن هناك بحلول التاسعة ، من فضلك.
18906,corpus-6-test-corpus-26-train,نعم ، سيدي . كيف تريدني أن اقطعها ؟,أيوة، يا أفندم. عاوزني أقطعه إزاي؟,نعم ، سيدي. كيف تريدني أن اقطعها ؟
18912,corpus-6-test-corpus-26-test,اعتقد أن هناك خطأ في الفاتورة .,متهيألي في غلطة في الفاتورة.,اعتقد أن هناك خطأ في الفاتورة.
18917,corpus-6-test-corpus-26-train,زيت و خل فقط سيكون جيداَ .,بس زيت وخل حيكون كويس.,زيت و خل فقط سيكون جيداَ.
18919,corpus-6-test-corpus-26-train,لقد فهمت ما أردت أنت بالضبط . هل لي أن اقترح ذلك ؟,أنا خدت اللي إنت عاوزه بالظبط. ممكن أقترح عليك ده؟,لقد فهمت ما أردت أنت بالضبط. هل لي أن اقترح
18938,corpus-6-test-corpus-26-train,قهوة بالسكر .,القهوة بالسكر.,قهوة بالسكر.
18948,corpus-6-test-corpus-26-train,إنها سبعة عشر ايه . اوه ، انا آسف . لقد أخطأت .,هو سبعتاشر إيه. أو، انا آسف. أنا عملت غلطة.,إنها سبعة عشر ايه. اوه ، انا آسف.
18951,corpus-6-test-corpus-26-test,هل سمعت من قبل عن أسبوع ذهبي في اليابان ؟,هو إنت سمعت قبل كدة عن الأسبوع الدهبي في اليابان؟,هل سمعت من قبل عن أسبوع ذهبي في اليابان ؟
18957,corpus-6-test-corpus-26-train,شكراً لك . من فضلك عاود مرة أخرى .,شكرا ليك. لو سمحت تعالا تاني.,شكراً لك. من فضلك عاود مرة أخرى.
18963,corpus-6-test-corpus-26-test,هل هو محجوز بالكامل ؟,هو لسه كله محجوز؟,هل هو محجوز بالكامل ؟
18974,corpus-6-test-corpus-26-test,هل يمكنني تركها في أي مكان من البلاد ؟,هو ممكن أسيبها في أي حتة في البلد؟,هل يمكنني تركها في أي مكان من البلاد ؟
18986,corpus-6-test-corpus-26-test,ما الرقم الذي أطلب منه هنا ؟,إيه الرقم اللي لازم أطلبه من هنا؟,ما الرقم الذي أطلب منه هنا ؟
19002,corpus-6-test-corpus-26-train,كيف يمكنني الذهاب إلى ديزني لاند ؟,إزاي أوصل لديزني لاند؟,كيف يمكنني الذهاب إلى ديزني لاند ؟
19005,corpus-6-test-corpus-26-train,أتظن ذلك ؟,تفتكر كدة؟,أتظن ذلك ؟
19007,corpus-6-test-corpus-26-train,معذرة . أين المطعم الرئيسي ؟,اعذرني. فين المطعم الرئيسي؟,معذرة. أين المطعم الرئيسي ؟
19009,corpus-6-test-corpus-26-train,أريد الاتصال هاتفياً باليابان .,عايز أعمل مكالمة لليابان.,أريد الاتصال هاتفياً باليابان.
19036,corpus-6-test-corpus-26-test,رقم مقعدي دي اثنا عشر . أين هو ؟,رقم كرسيا دي اتناشر. هو فين؟,رقم مقعدي دي اثنا عشر. أين هو ؟
19037,corpus-6-test-corpus-26-dev,ما هذا من فضلك ؟,إيه ده، لو سمحت؟,ما هذا من فضلك ؟
19038,corpus-6-test-corpus-26-train,ما النمط الذي في مخيلتك ؟,نوع إيه معين في دماغك؟,ما النمط الذي في مخيلتك ؟
19045,corpus-6-test-corpus-26-train,أجل . سنصل في الثامنة حسب التوقيت المحلي .,أيوة. إحنا حنوصل على تمنية بالتوقيت المحلي.,أجل. سنصل في الثامنة حسب التوقيت المحلي.
19050,corpus-6-test-corpus-26-train,إن عثرت على شيء ، اتصل بي من فضلك .,لو لقيت أي حاجة، من فضلك اتصل بيا.,إن عثرت على شيء ، اتصل بي من فضلك 
19057,corpus-6-test-corpus-26-train,هل لي في شيء من لحم الخنزير والبيض ؟,ممكن آخد شوية لحم الخنزير وبيض؟,هل لي في شيء من لحم الخنزير والبيض ؟
19064,corpus-6-test-corpus-26-train,شراب الشمام كحلاء ، من فضلك .,شربات البطيخ للحلو، لوسمحت.,شراب الشمام كحلاء ، من فضلك.
19068,corpus-6-test-corpus-26-train,المياه الساخنة ليست ساخنة بالقدر الكافي .,الماية السخنة مش كفاية.,المياه الساخنة ليست ساخنة بالقدر الكافي.
19085,corpus-6-test-corpus-26-train,هل يمكنك توضيح كيفية عمل ذلك ؟,هو إنت هتشرح إزاي تعمل ده؟,هل يمكنك توضيح كيفية عمل ذلك ؟
19094,corpus-6-test-corpus-26-train,من فضلك سجل عنوان الاتصال بك هنا .,لو سمحت اكتب عنوان الاتصال بتاعك هنا.,من فضلك سجل عنوان الاتصال بك هنا.
19100,corpus-6-test-corpus-26-train,هل يمكنني استخدام إِشارة ضوئية ؟,هو ممكن أستخدم فلاش؟,هل يمكنني استخدام إِشارة ضوئية ؟
19101,corpus-6-test-corpus-26-train,شكراً . عد إلى غرفتي في نفس الوقت غدا . ستكون الصور جاهزة . قبل ذلك .,أشكرك. تعالي بكرة على أوضتي في نفس المعاد بكرة. حجهزلك الصور في الوقت ده.,شكراً. عد إلى غرفتي في نفس الوقت غدا.
19103,corpus-6-test-corpus-26-train,آسف فالآن لا يمكنك الطلب سوى من قائمة الطعام الليلية .,أنا آسف دلوقتي ممكن تختار من قائمة الليلة بس.,آسف فالآن لا يمكنك الطلب سوى من قائمة الطعام اللي
19113,corpus-6-test-corpus-26-train,برصاص أم بدون رصاص ؟,بنزين غير منقى ولا منقى؟,برصاص أم بدون رصاص ؟
19144,corpus-6-test-corpus-26-train,أشعر بصداع .,عندي صداع.,أشعر بصداع.
19147,corpus-6-test-corpus-26-test,هذه هي الغرفة اثنا عشر صفر سبعة .,دي أوضة اتناشر صفر سبعة.,هذه هي الغرفة اثنا عشر صفر سبعة.
19148,corpus-6-test-corpus-26-test,أريد غرفة أخرى .,عايز أوضة مختلفة.,أريد غرفة أخرى.
19156,corpus-6-test-corpus-26-train,كم مدة صلاحية هذه الفيزا ؟,التأشيرة دي سارية لحد إمتى؟,كم مدة صلاحية هذه الفيزا ؟
19162,corpus-6-test-corpus-26-train,هل ثمة مستشفى قريب من هنا ؟,هو فيه مستشفى قريب من هنا؟,هل ثمة مستشفى قريب من هنا ؟
19170,corpus-6-test-corpus-26-train,أريد بزة .,عاوز جناح.,أريد بزة.
19196,corpus-6-test-corpus-26-train,ألديك مقاس أوسع ؟,عندك حاجة أعرض؟,ألديك مقاس أوسع ؟
19215,corpus-6-test-corpus-26-test,هل يمكن أن أقيس مقاس تسعة .,ممكن أحاول على تسعة؟,هل يمكن أن أقيس مقاس تسعة.
19217,corpus-6-test-corpus-26-train,أريد فندقاً آمنا يقدم إفطاراً جيدا ، من فضلك ؟,فندق موثوق فيه بيقدم فطار كويس، لو سمحت.,أريد فندقاً آمنا يقدم إفطاراً جيدا ،
19226,corpus-6-test-corpus-26-train,أين حديقة الحيوان ؟,فين جنينة الحيوانات؟,أين حديقة الحيوان ؟
19232,corpus-6-test-corpus-26-train,هل لديك أحجام أكبر ؟,أي حاجة أي أكبر منها؟,هل لديك أحجام أكبر ؟
19250,corpus-6-test-corpus-26-dev,ثلاثون دولاراً وثمانون سنتا .,تلاتين دولار تمانين سنت.,ثلاثون دولاراً وثمانون سنتا.
19251,corpus-6-test-corpus-26-train,"يتوقف الأمر على درجة حرارة المكان . ولكن في وسط اليابان , في أوائل أبريل .",ده بيعتمد على قد إيه المكان دافي، بس في وسط اليابان، أول إبريل.,يتوقف الأمر على درجة حرارة المكان. ولكن في وسط الي
19258,corpus-6-test-corpus-26-train,أريد سندويتش برجر بالجبن ومقليات .,تشيز برجر وبطاطس.,أريد سندويتش برجر بالجبن ومقليات.
19269,corpus-6-test-corpus-26-train,لقد بالغ آخر قطار في التأخر .,الوقت عدى خلاص على آخر قطر.,لقد بالغ آخر قطار في التأخر.
19281,corpus-6-test-corpus-26-train,ليس معي فكة صغيرة .,ممعييش أي فكة.,ليس معي فكة صغيرة.
19294,corpus-6-test-corpus-26-train,هل أخذت تذكرة الحافلة ؟,خدت تذكرة القطر بتاعتك؟,هل أخذت تذكرة الحافلة ؟
19306,corpus-6-test-corpus-26-train,البطاقة الائتمانية ، من فضلك .,الكارت، لوسمحت.,البطاقة الائتمانية ، من فضلك.
19307,corpus-6-test-corpus-26-train,كنت على رحلة يونيتد إيرلاينز رقم ثمانية اثنان ثمانية .,أنا كنت في رحلة شركة طيران يونايتد تمنية اتنين تمنية.,كنت على رحلة يونيتد إيرلاينز رقم ثمانية
19317,corpus-6-test-corpus-26-train,إن حول غرفتي ضجيجا بالغا .,دوشة جامدة حوالين أوضتي.,إن حول غرفتي ضجيجا بالغا.
19318,corpus-6-test-corpus-26-train,على الساحل الشرقي ، تجد أيضاً أماكن شهيرة . مثل نيويورك ، واشنطن ، دي دي وبوسطن .,على الساحل الشرقي، حتلاقي كمان أماكن مشهورة، زي نيويورك، وواشنطن دي سي وبوسطن.,على الساحل الشرقي ، تجد أيضاً أماكن شهيرة.
19327,corpus-6-test-corpus-26-train,هل لديك صحف يابانية ؟,عندك أوراق حيطة ياباني؟,هل لديك صحف يابانية ؟
19329,corpus-6-test-corpus-26-train,هذا طيب ، على ما يبدو .,مسمع كويس.,هذا طيب ، على ما يبدو.
19346,corpus-6-test-corpus-26-train,هل تمانع في أن أترك حقائبي معك حتى الساعة الواحدة ؟,هو عادي لو سيبت شنطتي معاك لحد الساعة واحدة؟,هل تمانع في أن أترك حقائبي معك حتى الساعة الواحدة 
19347,corpus-6-test-corpus-26-train,هل ثمة رحلة في المدينة ؟,هو فيه جولة للمدينة؟,هل ثمة رحلة في المدينة ؟
19360,corpus-6-test-corpus-26-train,أجل . أخشى أني مضطر لذلك . ما مدى حفظ الأمن في هذه المنطقة ؟,أيوة. أنا آسف أنا لازم أوصل. هو الحفاظ على الأمن في المنطقة دي كويس قد إيه؟,أجل. أخشى أني مضطر لذلك. ما مدى 
19391,corpus-6-test-corpus-26-train,أفهم ذلك . أحاول استئجار سيارة سيتروين .,أنا فاهم. أنا بحاول إني أأجر سيتروين.,أفهم ذلك. أحاول استئجار سيتروين.
19401,corpus-6-test-corpus-26-dev,لدي موهبة فطرية .,أنا عندي موهبة طبيعية.,لدي موهبة فطرية.
19413,corpus-6-test-corpus-26-train,هذا رائع . أين الخبز ؟,ده حيكون كويس. فين العيش؟,هذا رائع. أين الخبز ؟
19415,corpus-6-test-corpus-26-train,ركن المدخنين ، من فضلك . وشباك بجوار النافذة ، من فضلك .,مدخنين، لو سمحت. وكرسي جمب الشباك، لو سمحت.,"ركن المدخنين, من فضلك. وشباك بجوار الناف"
19423,corpus-6-test-corpus-26-train,كم تتقاضى نظير التفصيل ؟,وبتاخد كام في الخياطة؟,كم تتقاضى نظير التفصيل ؟
19444,corpus-6-test-corpus-26-dev,أيهما أسرع : سيارة أجرة أم إسعاف ؟,إيه اللي هيكون أسرع، تاكسي ولا إسعاف؟,أيهما أسرع : سيارة أجرة أم إسعاف ؟
19460,corpus-6-test-corpus-26-train,هل لديك ألوان أخرى لهذا التي شيرت ؟,عندك التيشيرت ده أي ألوان تانية؟,هل لديك ألوان أخرى لهذا التي شيرت ؟
19463,corpus-6-test-corpus-26-test,ينبغي ألا تشاهد التليفزيون طوال الوقت .,مش  لازم تتفرج ع التلفزيون طول الوقت .,ينبغي ألا تشاهد التليفزيون طوال الوقت.
19466,corpus-6-test-corpus-26-train,أجل ، إننا على وشك معالجته ، على وشك معالجته .,أيوة، إحنا جايين عليه، جايين عليه.,"أجل ، إننا على وشك معالجته, على وشك"
19467,corpus-6-test-corpus-26-train,من الأفضل لك أن تدخل مستشفانا .,كان أحسنلك تدخل المستشفى بتاعتنا.,من الأفضل لك أن تدخل مستشفانا.
